,0
F108.php, E O E FETCH_CLASS DECLARE_INHERITED_CLASS RETURN E O E RECV RECV_INIT INIT_METHOD_CALL DO_FCALL CAST ASSIGN_ADD INSTANCEOF JMPZ FETCH_DIM_IS ISSET_ISEMPTY_DIM_OBJ BOOL_NOT JMPZ INIT_METHOD_CALL DO_FCALL FETCH_DIM_W ASSIGN_DIM OP_DATA INIT_METHOD_CALL DO_FCALL ASSIGN ISSET_ISEMPTY_DIM_OBJ JMPZ_EX FETCH_DIM_IS ISSET_ISEMPTY_DIM_OBJ BOOL_NOT BOOL JMPZ FETCH_DIM_R FETCH_DIM_W ASSIGN_DIM OP_DATA INIT_NS_FCALL_BY_NAME FETCH_DIM_FUNC_ARG SEND_VAR_EX DO_FCALL FETCH_LIST ASSIGN FETCH_LIST ASSIGN FREE JMPZ CONCAT CONCAT ASSIGN_DIM OP_DATA JMP CONCAT ASSIGN_DIM OP_DATA ASSIGN FETCH_DIM_R BOOL_NOT JMPZ INIT_METHOD_CALL DO_FCALL INIT_METHOD_CALL FETCH_DIM_R CONCAT SEND_VAL_EX DO_FCALL CAST ASSIGN FETCH_DIM_R BOOL_NOT JMPZ FE_RESET_R FE_FETCH_R FETCH_DIM_R IS_IDENTICAL JMPZ FE_FREE RETURN JMP FE_FREE INIT_ARRAY FETCH_DIM_R ADD_ARRAY_ELEMENT FETCH_DIM_R ADD_ARRAY_ELEMENT FETCH_DIM_R ADD_ARRAY_ELEMENT ASSIGN_DIM OP_DATA INIT_METHOD_CALL DO_FCALL INIT_METHOD_CALL FETCH_DIM_R CONCAT SEND_VAL_EX SEND_VAR_EX DO_FCALL RETURN E O E RECV RECV INIT_STATIC_METHOD_CALL SEND_VAR_EX DO_FCALL ASSIGN INIT_NS_FCALL_BY_NAME SEND_VAR_EX DO_FCALL IS_SMALLER JMPZ NEW SEND_VAL_EX DO_FCALL THROW INIT_ARRAY ASSIGN ISSET_ISEMPTY_DIM_OBJ BOOL_NOT JMPZ FETCH_DIM_IS ISSET_ISEMPTY_DIM_OBJ BOOL_NOT JMPZ FETCH_DIM_R FETCH_DIM_R CONCAT CONCAT INIT_ARRAY ASSIGN FETCH_DIM_UNSET UNSET_DIM FETCH_DIM_R CAST ASSIGN_ADD INIT_METHOD_CALL FETCH_DIM_FUNC_ARG SEND_VAR_EX SEND_VAR_EX DO_FCALL RETURN E O E INIT_METHOD_CALL DO_FCALL INIT_METHOD_CALL DO_FCALL INIT_METHOD_CALL DO_FCALL VERIFY_RETURN_TYPE RETURN VERIFY_RETURN_TYPE RETURN
F1080.php, E O E FETCH_CLASS DECLARE_INHERITED_CLASS RETURN E O E INIT_METHOD_CALL SEND_VAL_EX DO_FCALL RETURN E O E INIT_METHOD_CALL SEND_VAL_EX DO_FCALL RETURN
F1081.php, E O E FETCH_CLASS DECLARE_INHERITED_CLASS RETURN E O E INIT_METHOD_CALL SEND_VAL_EX DO_FCALL RETURN
F1082.php, E O E FETCH_CLASS DECLARE_INHERITED_CLASS RETURN E O E INIT_METHOD_CALL SEND_VAL_EX DO_FCALL RETURN
F1083.php, E O E ECHO INIT_METHOD_CALL SEND_VAL_EX DO_FCALL ECHO ECHO RETURN
F1084.php, E O E ECHO RETURN
F1085.php, E O E ECHO RETURN
F1086.php, E O E ECHO RETURN
F1087.php, E O E ECHO FETCH_OBJ_R INIT_METHOD_CALL SEND_VAL_EX DO_FCALL ECHO RETURN
F1088.php, E O E ECHO INIT_METHOD_CALL SEND_VAL_EX DO_FCALL ECHO RETURN
F1089.php, E O E ECHO RETURN
F109.php, E O E FETCH_CLASS DECLARE_INHERITED_CLASS RETURN E O E RECV INIT_METHOD_CALL DO_FCALL INIT_METHOD_CALL DO_FCALL ASSIGN INIT_METHOD_CALL DO_FCALL ASSIGN JMPNZ_EX INIT_METHOD_CALL SEND_VAL_EX DO_FCALL BOOL ASSIGN INIT_NS_FCALL_BY_NAME INIT_METHOD_CALL SEND_VAL_EX DO_FCALL SEND_VAR_NO_REF_EX FETCH_OBJ_FUNC_ARG FETCH_DIM_FUNC_ARG SEND_VAR_EX SEND_VAL_EX DO_FCALL BOOL_NOT JMPZ_EX BOOL JMPZ_EX FETCH_OBJ_R FETCH_DIM_R BOOL JMPZ INIT_METHOD_CALL DO_FCALL ASSIGN INIT_METHOD_CALL DO_FCALL INIT_STATIC_METHOD_CALL INIT_METHOD_CALL DO_FCALL SEND_VAR_NO_REF_EX DO_FCALL ASSIGN NEW FETCH_OBJ_FUNC_ARG SEND_VAR_EX DO_FCALL ASSIGN INIT_METHOD_CALL SEND_VAR_EX SEND_VAR_EX INIT_METHOD_CALL DO_FCALL SEND_VAR_NO_REF_EX DO_FCALL ASSIGN BOOL_NOT JMPZ INIT_METHOD_CALL SEND_VAR_EX DO_FCALL VERIFY_RETURN_TYPE RETURN FETCH_OBJ_R FETCH_DIM_R INIT_ARRAY ASSIGN INIT_METHOD_CALL SEND_VAL_EX FETCH_DIM_R INIT_ARRAY SEND_VAL_EX DO_FCALL ASSIGN INIT_NS_FCALL_BY_NAME SEND_VAR_EX DO_FCALL JMPZ UNSET_DIM INIT_METHOD_CALL SEND_VAR_EX DO_FCALL ASSIGN INIT_METHOD_CALL DO_FCALL INIT_METHOD_CALL SEND_VAR_EX DO_FCALL RETURN VERIFY_RETURN_TYPE RETURN E O E RETURN VERIFY_RETURN_TYPE RETURN E O E RECV INIT_STATIC_METHOD_CALL SEND_VAL_EX DO_FCALL JMPZ NEW INIT_METHOD_CALL DO_FCALL SEND_VAR_NO_REF_EX DO_FCALL ASSIGN JMP NEW FETCH_CLASS_CONSTANT SEND_VAL_EX DO_FCALL ASSIGN FETCH_OBJ_R FETCH_DIM_R JMPZ INIT_METHOD_CALL FETCH_OBJ_FUNC_ARG FETCH_DIM_FUNC_ARG SEND_VAR_EX SEND_VAR_EX DO_FCALL VERIFY_RETURN_TYPE RETURN THROW VERIFY_RETURN_TYPE RETURN E O E RECV RECV INIT_DYNAMIC_CALL SEND_VAR_EX DO_FCALL VERIFY_RETURN_TYPE RETURN VERIFY_RETURN_TYPE RETURN
F1090.php, E O E ECHO RETURN
F1091.php, E O E ECHO RETURN
F1092.php, E O E ECHO RETURN
F1093.php, E O E ECHO INIT_METHOD_CALL SEND_VAL_EX DO_FCALL ECHO RETURN
F1094.php, E O E INIT_METHOD_CALL SEND_VAL_EX DO_FCALL ECHO RETURN
F1095.php, E O E ECHO RETURN
F1096.php, E O E ECHO RETURN
F1097.php, E O E ECHO RETURN
F1098.php, E O E ECHO INIT_FCALL_BY_NAME SEND_VAR_EX DO_FCALL ECHO ECHO INIT_FCALL_BY_NAME SEND_VAL_EX SEND_VAL_EX DO_FCALL ECHO ECHO INIT_FCALL INIT_FCALL_BY_NAME SEND_VAL_EX SEND_VAL_EX DO_FCALL SEND_VAR ROPE_INIT ROPE_ADD ROPE_END SEND_VAL DO_ICALL ECHO ECHO INIT_STATIC_METHOD_CALL SEND_VAL_EX DO_FCALL JMPZ INIT_METHOD_CALL SEND_VAL_EX DO_FCALL ECHO RETURN
F1099.php, E O E ECHO INIT_FCALL_BY_NAME SEND_VAL_EX SEND_VAL_EX DO_FCALL ECHO ECHO INIT_FCALL_BY_NAME SEND_VAL_EX SEND_VAL_EX DO_FCALL ECHO ECHO INIT_FCALL_BY_NAME SEND_VAR_EX DO_FCALL ECHO ECHO INIT_STATIC_METHOD_CALL SEND_VAL_EX DO_FCALL JMPZ INIT_METHOD_CALL SEND_VAL_EX DO_FCALL ECHO INIT_METHOD_CALL SEND_VAL_EX DO_FCALL ECHO RETURN
F11.php, E O E FETCH_CLASS DECLARE_INHERITED_CLASS RETURN E O E RECV RECV FETCH_DIM_R INIT_ARRAY FETCH_DIM_R ADD_ARRAY_ELEMENT FE_RESET_R FE_FETCH_R INIT_METHOD_CALL SEND_VAR_EX DO_FCALL ASSIGN ISSET_ISEMPTY_CV JMPNZ_EX INIT_NS_FCALL_BY_NAME SEND_VAR_EX DO_FCALL BOOL_NOT BOOL JMPZ FE_FREE RETURN JMP FE_FREE RETURN VERIFY_RETURN_TYPE RETURN E O E RECV RECV FETCH_OBJ_R FETCH_DIM_R ASSIGN INIT_METHOD_CALL SEND_VAR_EX SEND_VAR_EX DO_FCALL BOOL_NOT JMPZ RETURN INIT_METHOD_CALL INIT_METHOD_CALL FETCH_DIM_FUNC_ARG SEND_VAR_EX DO_FCALL SEND_VAR_NO_REF_EX INIT_METHOD_CALL FETCH_DIM_FUNC_ARG SEND_VAR_EX DO_FCALL SEND_VAR_NO_REF_EX DO_FCALL RETURN RETURN
F110.php, E O E FETCH_CLASS DECLARE_INHERITED_CLASS RETURN E O E RECV RECV_INIT ISSET_ISEMPTY_DIM_OBJ JMPZ FETCH_DIM_R INSTANCEOF BOOL_NOT JMPZ NEW SEND_VAL_EX DO_FCALL THROW FETCH_DIM_R ASSIGN_OBJ OP_DATA UNSET_DIM JMP NEW DO_FCALL ASSIGN_OBJ OP_DATA INIT_STATIC_METHOD_CALL SEND_VAR_EX SEND_VAR_EX DO_FCALL RETURN E O E RETURN VERIFY_RETURN_TYPE RETURN E O E RECV RECV_INIT FETCH_OBJ_R INIT_METHOD_CALL DO_FCALL INIT_METHOD_CALL DO_FCALL ASSIGN FETCH_OBJ_R INIT_METHOD_CALL SEND_VAR_EX INIT_METHOD_CALL DO_FCALL SEND_VAR_NO_REF_EX SEND_VAR_EX DO_FCALL ASSIGN INIT_METHOD_CALL DO_FCALL JMP E CATCH INIT_METHOD_CALL DO_FCALL NEW SEND_VAL_EX SEND_VAL_EX SEND_VAR_EX DO_FCALL THROW VERIFY_RETURN_TYPE RETURN VERIFY_RETURN_TYPE RETURN E O E RECV RECV FETCH_OBJ_R INIT_METHOD_CALL DO_FCALL INIT_METHOD_CALL DO_FCALL ASSIGN FETCH_OBJ_R INIT_METHOD_CALL INIT_METHOD_CALL DO_FCALL SEND_VAR_NO_REF_EX FETCH_OBJ_R INIT_METHOD_CALL SEND_VAR_EX SEND_VAR_EX DO_FCALL SEND_VAR_NO_REF_EX DO_FCALL VERIFY_RETURN_TYPE RETURN VERIFY_RETURN_TYPE RETURN E O E RECV ASSIGN_OBJ OP_DATA FETCH_THIS RETURN RETURN E O E FETCH_OBJ_R VERIFY_RETURN_TYPE RETURN VERIFY_RETURN_TYPE RETURN E O E INIT_METHOD_CALL DO_FCALL ASSIGN INIT_METHOD_CALL DO_FCALL ASSIGN FETCH_OBJ_R INIT_METHOD_CALL DO_FCALL INIT_METHOD_CALL SEND_VAL_EX SEND_VAL_EX DO_FCALL CAST ADD ASSIGN INIT_METHOD_CALL INIT_METHOD_CALL SEND_VAL_EX SEND_VAR_EX DO_FCALL SEND_VAR_NO_REF_EX DO_FCALL RETURN E O E RECV RECV_INIT RECV_INIT FETCH_OBJ_R INIT_METHOD_CALL SEND_VAR_EX SEND_VAR_EX SEND_VAR_EX DO_FCALL FETCH_THIS RETURN RETURN E O E RECV_INIT RECV_INIT FETCH_OBJ_R INIT_METHOD_CALL SEND_VAR_EX SEND_VAR_EX DO_FCALL RETURN RETURN E O E RECV RECV_INIT FETCH_OBJ_R INIT_METHOD_CALL SEND_VAR_EX SEND_VAL_EX DO_FCALL FETCH_THIS RETURN RETURN E O E RECV RECV INIT_NS_FCALL_BY_NAME FETCH_OBJ_R INIT_ARRAY ADD_ARRAY_ELEMENT SEND_VAL_EX SEND_VAR_EX DO_FCALL RETURN RETURN
F1100.php, E O E ECHO RETURN
F1101.php, E O E ECHO RETURN
F1102.php, E O E ECHO RETURN
F1103.php, E O E ECHO RETURN
F1104.php, E O E ECHO RETURN
F1105.php, E O E ECHO RETURN
F1106.php, E O E FE_RESET_R FE_FETCH_R ECHO FETCH_DIM_R ECHO ECHO FETCH_DIM_R ECHO ECHO JMP FE_FREE RETURN
F1107.php, E O E ECHO RETURN
F1108.php, E O E ECHO RETURN
F1109.php, E O E INIT_METHOD_CALL SEND_VAL_EX DO_FCALL ECHO RETURN
F111.php, E O E FETCH_CLASS DECLARE_INHERITED_CLASS RETURN E O E RECV RECV_INIT ASSIGN_ADD INIT_STATIC_METHOD_CALL SEND_VAR_EX SEND_VAR_EX DO_FCALL RETURN E O E RETURN VERIFY_RETURN_TYPE RETURN E O E RECV RECV INIT_METHOD_CALL DO_FCALL ASSIGN ISSET_ISEMPTY_CV JMPNZ_EX INIT_NS_FCALL_BY_NAME SEND_VAR_EX DO_FCALL FETCH_DIM_R IS_IDENTICAL BOOL JMPZ RETURN INIT_METHOD_CALL SEND_VAR_EX DO_FCALL ASSIGN INIT_NS_FCALL_BY_NAME SEND_VAR_EX DO_FCALL ASSIGN INIT_NS_FCALL_BY_NAME SEND_VAR_EX SEND_VAL_EX DO_FCALL JMPZ RETURN INIT_NS_FCALL_BY_NAME INIT_NS_FCALL_BY_NAME INIT_STATIC_METHOD_CALL DO_FCALL SEND_VAR_NO_REF_EX INIT_NS_FCALL_BY_NAME INIT_METHOD_CALL SEND_VAL_EX DO_FCALL SEND_VAR_NO_REF_EX DO_FCALL SEND_VAR_NO_REF_EX DO_FCALL SEND_VAR_NO_REF_EX DO_FCALL ASSIGN FE_RESET_R FE_FETCH_R INIT_NS_FCALL_BY_NAME SEND_VAR_EX SEND_VAR_EX DO_FCALL ASSIGN JMPZ INIT_NS_FCALL_BY_NAME SEND_VAR_EX DO_FCALL ASSIGN_OBJ OP_DATA JMP JMP FE_FREE RETURN E O E RECV INIT_METHOD_CALL DO_FCALL ASSIGN INIT_METHOD_CALL DO_FCALL ASSIGN INIT_METHOD_CALL DO_FCALL ASSIGN INIT_METHOD_CALL SEND_VAL_EX DO_FCALL ASSIGN_OBJ OP_DATA FETCH_OBJ_R BOOL_NOT JMPNZ_EX INIT_NS_FCALL_BY_NAME FETCH_OBJ_FUNC_ARG SEND_VAR_EX SEND_VAL_EX SEND_VAL_EX DO_FCALL BOOL JMPZ INIT_METHOD_CALL SEND_VAR_EX SEND_VAR_EX DO_FCALL INIT_METHOD_CALL SEND_VAL_EX DO_FCALL ASSIGN INIT_METHOD_CALL INIT_METHOD_CALL SEND_VAL_EX SEND_VAR_EX DO_FCALL SEND_VAR_NO_REF_EX DO_FCALL FETCH_OBJ_R BOOL_NOT JMPZ_EX BOOL JMPZ ASSIGN_OBJ OP_DATA RETURN E O E RECV INIT_METHOD_CALL DO_FCALL ASSIGN INIT_METHOD_CALL DO_FCALL ASSIGN FETCH_OBJ_R JMPZ_EX INIT_NS_FCALL_BY_NAME FETCH_OBJ_FUNC_ARG SEND_VAR_EX SEND_VAL_EX SEND_VAL_EX DO_FCALL BOOL_NOT BOOL JMPZ INIT_METHOD_CALL FETCH_OBJ_FUNC_ARG SEND_VAR_EX DO_FCALL BOOL_NOT JMPZ NEW FETCH_OBJ_R CONCAT SEND_VAL_EX DO_FCALL THROW INIT_METHOD_CALL SEND_VAR_EX FETCH_OBJ_FUNC_ARG SEND_VAR_EX DO_FCALL INIT_METHOD_CALL DO_FCALL ASSIGN JMP INIT_METHOD_CALL INIT_STATIC_METHOD_CALL SEND_VAL_EX DO_FCALL SEND_VAR_NO_REF_EX DO_FCALL ASSIGN FETCH_OBJ_R FETCH_DIM_R JMPZ_EX INIT_METHOD_CALL INIT_METHOD_CALL DO_FCALL SEND_VAR_NO_REF_EX DO_FCALL BOOL JMPZ INIT_METHOD_CALL SEND_VAR_EX DO_FCALL INIT_METHOD_CALL DO_FCALL RETURN INIT_METHOD_CALL SEND_VAR_EX DO_FCALL RETURN E O E RECV_INIT INIT_METHOD_CALL DO_FCALL ASSIGN INIT_METHOD_CALL DO_FCALL INIT_METHOD_CALL DO_FCALL ASSIGN BOOL_NOT JMPZ INIT_METHOD_CALL DO_FCALL INIT_METHOD_CALL SEND_VAR_EX DO_FCALL RETURN INIT_NS_FCALL_BY_NAME SEND_VAR_EX DO_FCALL JMPZ FE_RESET_R FE_FETCH_R INIT_METHOD_CALL SEND_VAR_EX DO_FCALL ASSIGN INIT_NS_FCALL_BY_NAME SEND_VAR_EX SEND_VAR_EX SEND_VAL_EX DO_FCALL JMPZ FE_FREE RETURN JMP FE_FREE RETURN INIT_NS_FCALL_BY_NAME SEND_VAR_EX DO_FCALL JMPZ INIT_NS_FCALL_BY_NAME INIT_METHOD_CALL SEND_VAR_EX DO_FCALL SEND_VAR_NO_REF_EX SEND_VAR_EX SEND_VAL_EX DO_FCALL RETURN RETURN RETURN E O E RECV_INIT INIT_METHOD_CALL DO_FCALL ASSIGN INIT_METHOD_CALL DO_FCALL ASSIGN INIT_METHOD_CALL SEND_VAL_EX DO_FCALL BOOL_NOT JMPZ_EX INIT_METHOD_CALL SEND_VAL_EX DO_FCALL BOOL_NOT BOOL JMPZ_EX INIT_METHOD_CALL SEND_VAL_EX DO_FCALL BOOL_NOT BOOL JMPZ_EX INIT_METHOD_CALL SEND_VAL_EX DO_FCALL BOOL_NOT BOOL JMPZ RETURN INIT_NS_FCALL_BY_NAME SEND_VAR_EX DO_FCALL JMPZ FE_RESET_R FE_FETCH_R INIT_METHOD_CALL SEND_VAR_EX DO_FCALL JMPZ FE_FREE RETURN JMP FE_FREE RETURN INIT_NS_FCALL_BY_NAME SEND_VAL_EX INIT_METHOD_CALL DO_FCALL COALESCE QM_ASSIGN SEND_VAL_EX DO_FCALL FETCH_LIST ASSIGN FREE IS_IDENTICAL JMPZ INIT_METHOD_CALL DO_FCALL INIT_METHOD_CALL SEND_VAR_EX DO_FCALL RETURN INIT_NS_FCALL_BY_NAME SEND_VAR_EX DO_FCALL JMPZ INIT_METHOD_CALL DO_FCALL INIT_METHOD_CALL SEND_VAR_EX DO_FCALL IS_IDENTICAL RETURN RETURN E O E RECV_INIT INIT_METHOD_CALL DO_FCALL ASSIGN INIT_METHOD_CALL DO_FCALL INIT_METHOD_CALL DO_FCALL ASSIGN ISSET_ISEMPTY_CV JMPZ JMPZ FETCH_OBJ_R IS_IDENTICAL QM_ASSIGN JMP FETCH_OBJ_R QM_ASSIGN RETURN INIT_METHOD_CALL DO_FCALL INIT_METHOD_CALL INIT_NS_FCALL_BY_NAME SEND_VAR_EX DO_FCALL SEND_VAR_NO_REF_EX DO_FCALL ASSIGN BOOL_NOT JMPZ ISSET_ISEMPTY_PROP_OBJ JMPZ_EX ISSET_ISEMPTY_CV BOOL_NOT BOOL JMPZ FETCH_DIM_R RETURN FETCH_OBJ_R RETURN CAST ASSIGN INIT_NS_FCALL_BY_NAME SEND_VAR_EX DO_FCALL IS_IDENTICAL JMPZ FETCH_OBJ_R JMPZ INIT_NS_FCALL_BY_NAME FETCH_OBJ_FUNC_ARG SEND_VAR_EX SEND_VAR_EX SEND_VAL_EX DO_FCALL RETURN INIT_NS_FCALL_BY_NAME FETCH_DIM_FUNC_ARG SEND_VAR_EX SEND_VAR_EX SEND_VAL_EX DO_FCALL RETURN INIT_NS_FCALL_BY_NAME INIT_NS_FCALL_BY_NAME SEND_VAR_EX SEND_VAR_EX DO_FCALL SEND_VAR_NO_REF_EX DO_FCALL ASSIGN BOOL_NOT JMPZ RETURN FETCH_DIM_R RETURN RETURN E O E RECV RECV RECV_INIT ASSIGN INIT_METHOD_CALL SEND_VAL_EX DO_FCALL ASSIGN INIT_STATIC_METHOD_CALL SEND_VAL_EX DO_FCALL IS_NOT_IDENTICAL JMPZ INIT_STATIC_METHOD_CALL SEND_VAL_EX DO_FCALL ASSIGN_DIM OP_DATA ASSIGN_ADD INIT_METHOD_CALL DO_FCALL ASSIGN INIT_NS_FCALL_BY_NAME SEND_VAR_EX SEND_VAR_EX DO_FCALL JMPZ FETCH_DIM_R ASSIGN JMP INIT_STATIC_METHOD_CALL SEND_VAR_EX DO_FCALL ASSIGN ASSIGN INIT_METHOD_CALL DO_FCALL IS_IDENTICAL JMPZ INIT_STATIC_METHOD_CALL SEND_VAR_EX SEND_VAL_EX SEND_VAL_EX DO_FCALL ASSIGN JMPZ INIT_METHOD_CALL SEND_VAR_EX DO_FCALL JMP FETCH_OBJ_R BOOL_NOT JMPZ INIT_METHOD_CALL INIT_METHOD_CALL DO_FCALL CAST FETCH_CONSTANT CONCAT CONCAT SEND_VAL_EX DO_FCALL JMP INIT_METHOD_CALL INIT_NS_FCALL_BY_NAME FETCH_OBJ_R ROPE_INIT ROPE_ADD ROPE_END SEND_VAL_EX FETCH_CONSTANT CONCAT SEND_VAL_EX INIT_METHOD_CALL DO_FCALL CAST SEND_VAL_EX DO_FCALL SEND_VAR_NO_REF_EX DO_FCALL ASSIGN_OBJ OP_DATA INIT_METHOD_CALL SEND_VAR_EX DO_FCALL INIT_METHOD_CALL DO_FCALL INIT_METHOD_CALL SEND_VAR_EX DO_FCALL JMPZ INIT_METHOD_CALL SEND_VAR_EX SEND_VAR_EX DO_FCALL RETURN E O E RECV RECV_INIT ASSIGN ASSIGN_ADD ASSIGN INIT_METHOD_CALL DO_FCALL ASSIGN INIT_METHOD_CALL DO_FCALL ASSIGN INIT_NS_FCALL_BY_NAME SEND_VAR_EX SEND_VAL_EX DO_FCALL IS_IDENTICAL JMPZ INIT_METHOD_CALL SEND_VAR_EX DO_FCALL ASSIGN INIT_NS_FCALL_BY_NAME SEND_VAR_EX DO_FCALL JMPZ FETCH_DIM_R ISSET_ISEMPTY_DIM_OBJ JMPZ FETCH_DIM_R FETCH_DIM_R ASSIGN INIT_METHOD_CALL SEND_VAR_EX DO_FCALL JMPZ INIT_METHOD_CALL SEND_VAR_EX DO_FCALL ASSIGN JMP FETCH_DIM_R ASSIGN BOOL_NOT JMPZ RETURN INIT_METHOD_CALL SEND_VAR_EX DO_FCALL ASSIGN ISSET_ISEMPTY_DIM_OBJ BOOL_NOT JMPZ INIT_METHOD_CALL FETCH_DIM_FUNC_ARG SEND_VAR_EX DO_FCALL ASSIGN ISSET_ISEMPTY_DIM_OBJ BOOL_NOT JMPZ INIT_METHOD_CALL FETCH_DIM_FUNC_ARG SEND_VAR_EX DO_FCALL ASSIGN INIT_METHOD_CALL SEND_VAR_EX DO_FCALL RETURN VERIFY_RETURN_TYPE RETURN E O E RECV INIT_NS_FCALL_BY_NAME SEND_VAR_EX DO_FCALL JMPZ INIT_NS_FCALL_BY_NAME FETCH_THIS INIT_ARRAY ADD_ARRAY_ELEMENT SEND_VAL_EX SEND_VAR_EX DO_FCALL RETURN INIT_METHOD_CALL DO_FCALL INIT_METHOD_CALL DO_FCALL INIT_METHOD_CALL SEND_VAR_EX DO_FCALL ASSIGN JMPZ INIT_NS_FCALL_BY_NAME SEND_VAR_EX DO_FCALL JMPZ FETCH_DIM_R RETURN RETURN RETURN RETURN
F1110.php, E O E INIT_METHOD_CALL SEND_VAL_EX DO_FCALL ECHO RETURN
F1111.php, E O E ECHO ECHO ECHO ECHO ECHO RETURN
F1112.php, E O E ECHO FETCH_DIM_R ECHO ECHO FETCH_DIM_R ECHO ECHO ECHO ECHO RETURN
F1113.php, E O E FETCH_OBJ_R INIT_METHOD_CALL SEND_VAL_EX SEND_VAL_EX DO_FCALL ECHO RETURN
F1114.php, E O E ECHO INIT_METHOD_CALL SEND_VAL_EX DO_FCALL ECHO RETURN
F1115.php, E O E ECHO RETURN
F1116.php, E O E ECHO ECHO ECHO ECHO ECHO ECHO ECHO RETURN
F1117.php, E O E ECHO RETURN
F1118.php, E O E GET_TYPE ECHO RETURN
F1119.php, E O E ECHO INIT_FCALL_BY_NAME SEND_VAR_EX DO_FCALL ECHO ECHO RETURN
